crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2,VOL,ODD,EVN,HELIX,
452,1080,320,-34360,-26440,43.36,-2391.6,1,0.0064,5.62E-11,9.61E-11,1.64E-11,6.03E-12,
449,1072,343,-32520,-25800,41.51,-2386.5,1,0.0064,1.12E-10,1.28E-10,2.24E-11,1.56E-11,
446,1070,302,-35800,-25640,44.03,-2385.2,1,0.0064,3.42E-11,9.58E-11,5.16E-12,6.06E-12,
440,1064,300,-35960,-25160,43.89,-2381.6,1,0.0064,8.53E-11,6.88E-11,7.00E-12,9.31E-12,
460,1098,276,-37880,-27880,47.03,-2381.2,1,0.0064,4.13E-11,5.97E-11,9.56E-12,7.20E-12,
445,1069,328,-33720,-25560,42.31,-2376.8,1,0.0064,5.85E-11,1.51E-10,8.60E-12,4.57E-12,
469,1112,393,-28520,-29000,40.67,-2374.2,1,0.0064,4.80E-11,2.11E-10,3.49E-12,6.17E-12,
466,1108,399,-28040,-28680,40.11,-2373.6,1,0.0064,3.47E-11,1.15E-10,2.62E-12,3.38E-12,
454,1083,412,-27000,-26680,37.96,-2370.4,1,0.0064,5.74E-11,1.12E-10,1.96E-12,4.46E-12,
456,1087,399,-28040,-27000,38.93,-2369.1,1,0.0064,3.89E-11,1.48E-10,5.05E-12,3.48E-12,
459,1097,407,-27400,-27800,39.03,-2364.1,1,0.0064,4.58E-11,3.56E-10,3.95E-12,3.83E-12,
444,1068,375,-29960,-25480,39.33,-2357.7,1,0.0064,,,,,
447,1071,275,-37960,-25720,45.85,-2356,1,0.0064,1.63E-10,6.41E-11,1.99E-11,1.54E-11,
391,765,142,-48600,-1240,48.62,-2353.8,1,0.0064,1.10E-10,1.16E-10,1.46E-11,1.67E-11,
441,1064,362,-31000,-25160,39.93,-2352.3,1,0.0064,,,,,
437,1051,372,-30200,-24120,38.65,-2343.8,1,0.0064,,,,,
442,1067,282,-37400,-25400,45.21,-2342.6,1,0.0064,8.84E-11,1.12E-10,2.98E-11,1.78E-11,
402,783,128,-49720,-2680,49.79,-2341.5,1,0.0064,7.87E-11,1.32E-10,1.30E-11,7.50E-12,
385,754,89,-52840,-360,52.84,-2340.8,1,0.0064,2.70E-10,7.56E-11,2.13E-11,3.31E-11,
393,769,123,-50120,-1560,50.14,-2336.2,1,0.0064,3.23E-10,1.61E-10,1.29E-11,2.66E-11,
439,1059,370,-30360,-24760,39.18,-2334.6,1,0.0064,,,,,
386,756,98,-52120,-520,52.12,-2331.8,1,0.0064,3.46E-10,1.11E-10,2.69E-11,5.13E-11,
435,1049,382,-29400,-23960,37.93,-2331.4,1,0.0064,2.74E-10,1.87E-10,3.20E-11,2.12E-11,
394,773,137,-49000,-1880,49.04,-2330.8,1,0.0064,1.56E-10,7.33E-11,8.84E-12,1.29E-11,
396,777,83,-53320,-2200,53.37,-2330.7,1,0.0064,2.15E-10,1.79E-10,1.91E-11,1.38E-11,
479,1124,429,-25640,-29960,39.43,-2330.3,1,0.0064,3.95E-11,1.70E-10,4.75E-12,7.37E-12,
434,1046,365,-30760,-23720,38.84,-2327.8,1,0.0064,,,,,
507,1181,167,-46600,-34520,57.99,-2327.7,1,0.0064,,,,,
390,763,110,-51160,-1080,51.17,-2326.4,1,0.0064,7.19E-11,2.32E-10,1.24E-11,1.15E-11,
398,778,71,-54280,-2280,54.33,-2325.7,1,0.0064,,,,,
387,759,119,-50440,-760,50.45,-2325.6,1,0.0064,1.94E-10,1.23E-10,1.55E-11,1.39E-11,
436,1051,280,-37560,-24120,44.64,-2325.4,1,0.0064,7.12E-11,9.23E-11,1.14E-11,9.97E-12,
395,775,105,-51560,-2040,51.6,-2324.4,1,0.0064,3.80E-10,2.32E-10,4.91E-11,4.75E-11,
399,781,111,-51080,-2520,51.14,-2324.3,1,0.0064,1.64E-10,1.16E-10,1.16E-11,1.68E-11,
403,786,119,-50440,-2920,50.52,-2321.1,1,0.0064,1.95E-10,6.51E-11,9.94E-12,2.86E-11,
409,789,108,-51320,-3160,51.42,-2321,1,0.0064,3.49E-10,1.66E-10,2.80E-11,3.58E-11,
420,807,93,-52520,-4600,52.72,-2320.4,1,0.0064,3.67E-10,1.30E-10,2.35E-11,1.27E-11,
382,745,108,-51320,360,51.32,-2319.7,1,0.0064,1.26E-10,2.24E-10,8.48E-12,1.39E-11,
404,786,144,-48440,-2920,48.53,-2318.3,1,0.0064,1.87E-10,2.06E-10,1.21E-11,2.16E-11,
408,788,85,-53160,-3080,53.25,-2317,1,0.0064,1.39E-10,1.22E-10,9.10E-12,1.79E-11,
401,783,100,-51960,-2680,52.03,-2316.7,1,0.0064,1.82E-10,7.13E-11,8.14E-12,1.53E-11,
406,787,139,-48840,-3000,48.93,-2316.7,1,0.0064,1.26E-10,1.32E-10,7.69E-12,1.05E-11,
384,749,101,-51880,40,51.88,-2316.6,1,0.0064,1.23E-10,1.43E-10,3.67E-12,7.72E-12,
388,759,132,-49400,-760,49.41,-2316.5,1,0.0064,1.18E-10,2.26E-10,8.89E-12,1.24E-11,
410,793,138,-48920,-3480,49.04,-2316.2,1,0.0064,1.27E-10,1.17E-10,1.26E-11,1.64E-11,
397,777,149,-48040,-2200,48.09,-2314.9,1,0.0064,7.90E-11,5.55E-11,1.83E-11,1.24E-11,
400,781,141,-48680,-2520,48.75,-2313,1,0.0064,1.86E-10,2.98E-10,1.75E-11,1.64E-11,
411,797,114,-50840,-3800,50.98,-2312.3,1,0.0064,1.98E-10,1.19E-10,1.31E-11,2.58E-11,
383,748,117,-50600,120,50.6,-2312.2,1,0.0064,6.34E-11,2.14E-10,6.07E-12,8.57E-12,
389,763,88,-52920,-1080,52.93,-2311.4,1,0.0064,1.28E-10,2.27E-10,9.86E-12,9.40E-12,
419,805,132,-49400,-4440,49.6,-2310.4,1,0.0064,9.31E-11,1.13E-10,5.81E-12,8.68E-12,
412,797,131,-49480,-3800,49.63,-2310.1,1,0.0064,1.92E-10,2.42E-10,1.77E-11,1.78E-11,
421,808,113,-50920,-4680,51.13,-2309.6,1,0.0064,2.03E-10,9.10E-11,1.04E-11,2.48E-11,
413,798,154,-47640,-3880,47.8,-2308.2,1,0.0064,5.49E-11,1.31E-10,1.60E-11,5.00E-12,
415,800,142,-48600,-4040,48.77,-2306.3,1,0.0064,1.51E-10,1.79E-10,6.17E-12,1.01E-11,
407,788,69,-54440,-3080,54.53,-2306.1,1,0.0064,,,,,
405,786,154,-47640,-2920,47.73,-2305.4,1,0.0064,6.72E-11,1.18E-10,9.83E-12,7.91E-12,
793,1499,0,-59960,-59960,84.8,-2302.2,1,0.0064,5.03E-10,1.81E-10,1.03E-10,4.40E-11,
422,809,108,-51320,-4760,51.54,-2301.7,1,0.0064,1.07E-10,1.35E-10,7.68E-12,1.95E-11,
417,803,110,-51160,-4280,51.34,-2299.6,1,0.0064,8.20E-11,2.05E-10,4.23E-12,1.70E-11,
416,801,91,-52680,-4120,52.84,-2298.9,1,0.0064,1.14E-10,1.56E-10,9.54E-12,8.80E-12,
424,818,117,-50600,-5480,50.9,-2292.2,1,0.0064,1.02E-10,1.14E-10,4.73E-12,6.47E-12,
392,767,79,-53640,-1400,53.66,-2290.4,1,0.0064,,,,,
414,799,68,-54520,-3960,54.66,-2277.5,1,0.0064,6.78E-11,2.93E-10,7.91E-12,5.32E-12,
782,1489,8,-59320,-59160,83.78,-2269.9,1,0.0064,4.26E-11,7.88E-11,6.64E-12,4.93E-12,
780,1488,2,-59800,-59080,84.06,-2261.1,1,0.0064,2.14E-10,2.77E-10,6.67E-12,2.03E-11,
789,1495,10,-59160,-59640,84,-2256.7,1,0.0064,6.67E-11,1.54E-10,4.81E-12,6.90E-12,
432,1041,290,-36760,-23320,43.53,-2253.4,1,0.0064,5.24E-11,9.96E-11,1.51E-11,6.04E-12,
431,1036,395,-28360,-22920,36.46,-2250.9,1,0.0064,4.40E-10,2.06E-10,5.11E-11,6.82E-11,
433,1041,403,-27720,-23320,36.22,-2249.1,1,0.0064,2.46E-10,8.35E-11,4.09E-11,1.95E-11,
429,1035,404,-27640,-22840,35.86,-2229.8,1,0.0064,1.37E-10,2.07E-10,1.58E-11,1.31E-11,
453,1081,456,-23480,-26520,35.42,-2205.2,1,0.0064,8.26E-11,3.83E-11,1.28E-11,1.05E-11,
438,1056,422,-26200,-24520,35.88,-2197.9,1,0.0064,1.53E-10,8.54E-11,1.11E-11,1.55E-11,
41,138,216,-42680,48920,64.92,-2195.8,1,0.0064,3.97E-11,2.76E-10,1.78E-12,4.16E-12,
80,174,651,-7880,46040,46.71,-2014.7,1,0.0064,,,,,
250,283,75,-53960,37320,65.61,-2012.2,1,0.0064,1.92E-10,1.82E-10,4.24E-11,2.03E-11,
115,196,676,-5880,44280,44.67,-2002.4,1,0.0064,,,,,
57,157,638,-8920,47400,48.23,-1990.2,1,0.0064,,,,,
590,1244,18,-58520,-39560,70.64,-1987.8,1,0.0064,,,,,
428,998,349,-32040,-19880,37.71,-1984,1,0.0064,6.46E-11,5.34E-10,1.33E-11,8.04E-12,
748,1452,62,-55000,-56200,78.63,-1982.4,1,0.0064,8.15E-11,9.75E-11,8.51E-12,6.94E-12,
82,175,640,-8760,45960,46.79,-1981.8,1,0.0064,,,,,
96,185,660,-7160,45160,45.72,-1978.8,1,0.0064,,,,,
79,173,662,-7000,46120,46.65,-1978.3,1,0.0064,,,,,
68,166,637,-9000,46680,47.54,-1978,1,0.0064,,,,,
89,182,655,-7560,45400,46.03,-1976.8,1,0.0064,,,,,
95,185,650,-7960,45160,45.86,-1974.6,1,0.0064,,,,,
69,166,650,-7960,46680,47.35,-1971,1,0.0064,,,,,
31,128,633,-9320,49720,50.59,-1970.1,1,0.0064,5.77E-11,1.73E-10,6.45E-12,5.43E-12,
81,174,674,-6040,46040,46.43,-1969,1,0.0064,,,,,
33,130,643,-8520,49560,50.29,-1968.4,1,0.0064,,,,,
61,161,668,-6520,47080,47.53,-1964.1,1,0.0064,,,,,
774,1481,166,-46680,-58520,74.86,-1963.9,1,0.0064,8.45E-11,1.41E-10,9.17E-12,9.06E-12,
62,161,677,-5800,47080,47.44,-1960.5,1,0.0064,,,,,
281,305,74,-54040,35560,64.69,-1959.9,1,0.0064,1.65E-10,2.10E-10,1.96E-11,1.06E-11,
141,212,681,-5480,43000,43.35,-1958.2,1,0.0064,,,,,
764,1468,140,-48760,-57480,75.38,-1957.9,1,0.0064,6.35E-11,1.43E-10,9.64E-12,5.89E-12,
771,1480,149,-48040,-58440,75.65,-1956.2,1,0.0064,1.78E-10,1.63E-10,2.23E-11,1.93E-11,
42,138,655,-7560,48920,49.5,-1956,1,0.0064,,,,,
52,151,673,-6120,47880,48.27,-1954.8,1,0.0064,,,,,
251,283,116,-50680,37320,62.94,-1954.3,1,0.0064,3.87E-11,1.22E-10,4.09E-12,4.45E-12,
44,141,640,-8760,48680,49.46,-1951.5,1,0.0064,,,,,
765,1469,131,-49480,-57560,75.9,-1951.2,1,0.0064,5.66E-11,8.69E-11,4.91E-12,6.47E-12,
762,1466,151,-47880,-57320,74.69,-1949.5,1,0.0064,7.14E-11,7.95E-11,4.36E-12,3.21E-12,
56,156,689,-4840,47480,47.73,-1948,1,0.0064,,,,,
172,227,40,-56760,41800,70.49,-1947.7,1,0.0064,9.02E-11,5.05E-11,1.34E-11,1.08E-11,
784,1490,123,-50120,-59240,77.6,-1945.1,1,0.0064,1.25E-09,2.12E-10,9.13E-11,1.27E-10,
742,1442,159,-47240,-55400,72.81,-1944.2,1,0.0064,1.07E-10,8.78E-11,5.75E-12,1.93E-11,
278,304,102,-51800,35640,62.88,-1943.8,1,0.0064,6.30E-11,1.01E-10,1.35E-11,4.93E-12,
262,293,56,-55480,36520,66.42,-1943.3,1,0.0064,2.73E-10,8.87E-11,2.77E-11,2.12E-11,
274,302,58,-55320,35800,65.89,-1943.2,1,0.0064,4.28E-10,1.31E-10,1.07E-10,6.05E-11,
760,1465,162,-47000,-57240,74.06,-1942.6,1,0.0064,8.98E-11,1.46E-10,6.11E-12,1.17E-11,
756,1458,157,-47400,-56680,73.89,-1942.1,1,0.0064,2.42E-10,1.72E-10,2.70E-11,2.00E-11,
777,1484,88,-52920,-58760,79.08,-1941.7,1,0.0064,8.31E-11,1.54E-10,3.75E-12,6.05E-12,
796,1499,114,-50840,-59960,78.61,-1941.6,1,0.0064,4.75E-10,1.13E-10,5.09E-11,3.52E-11,
772,1481,54,-55640,-58520,80.75,-1941.3,1,0.0064,6.04E-10,1.19E-10,1.01E-11,7.82E-11,
794,1499,87,-53000,-59960,80.03,-1940.4,1,0.0064,4.51E-11,1.49E-10,3.93E-12,5.82E-12,
786,1491,144,-48440,-59320,76.59,-1939.2,1,0.0064,1.67E-10,1.25E-10,1.66E-11,1.69E-11,
753,1457,111,-51080,-56600,76.24,-1938.9,1,0.0064,4.97E-11,1.97E-10,4.62E-12,6.57E-12,
757,1459,140,-48760,-56760,74.83,-1938.9,1,0.0064,5.48E-11,7.44E-11,4.36E-12,4.95E-12,
755,1458,129,-49640,-56680,75.34,-1938.8,1,0.0064,1.24E-10,1.03E-10,6.24E-12,1.35E-11,
743,1445,151,-47880,-55640,73.41,-1938.2,1,0.0064,1.16E-10,6.39E-11,4.81E-12,1.00E-11,
783,1489,99,-52040,-59160,78.79,-1937.9,1,0.0064,3.56E-10,1.75E-10,3.37E-11,3.77E-11,
8,76,304,-35640,53880,64.6,-1937.4,1,0.0064,1.12E-10,5.29E-11,1.18E-11,7.12E-12,
740,1438,103,-51720,-55080,75.56,-1936.8,1,0.0064,3.18E-11,1.04E-10,4.50E-12,4.07E-12,
290,309,110,-51160,35240,62.12,-1936,1,0.0064,2.13E-10,1.46E-10,1.27E-11,2.12E-11,
736,1435,128,-49720,-54840,74.02,-1935.3,1,0.0064,6.84E-11,5.78E-11,7.76E-12,4.30E-12,
768,1476,101,-51880,-58120,77.91,-1935,1,0.0064,5.54E-11,2.78E-10,8.40E-12,6.65E-12,
770,1477,131,-49480,-58200,76.39,-1934.9,1,0.0064,8.22E-11,1.51E-10,5.45E-12,6.99E-12,
779,1487,69,-54440,-59000,80.28,-1934.6,1,0.0064,5.67E-11,1.72E-10,1.25E-12,5.00E-12,
788,1494,62,-55000,-59560,81.07,-1934.1,1,0.0064,2.40E-10,1.07E-10,2.15E-11,1.82E-11,
746,1447,134,-49240,-55800,74.42,-1933.1,1,0.0064,9.04E-11,9.74E-11,8.54E-12,7.18E-12,
781,1488,78,-53720,-59080,79.85,-1932.6,1,0.0064,1.17E-10,1.71E-10,7.20E-12,5.30E-12,
303,314,102,-51800,34840,62.43,-1931.9,1,0.0064,7.72E-11,1.78E-10,1.36E-11,5.44E-12,
750,1453,144,-48440,-56280,74.26,-1931.8,1,0.0064,4.03E-11,9.07E-11,3.59E-12,5.52E-12,
754,1457,150,-47960,-56600,74.19,-1931.7,1,0.0064,5.94E-11,1.22E-10,3.33E-12,6.10E-12,
733,1423,147,-48200,-53880,72.29,-1930.9,1,0.0064,5.50E-11,1.42E-10,2.32E-12,3.26E-12,
751,1455,122,-50200,-56440,75.53,-1930.7,1,0.0064,5.08E-11,6.60E-11,6.15E-12,5.85E-12,
293,310,55,-55560,35160,65.75,-1930.6,1,0.0064,8.47E-11,2.09E-10,1.45E-11,7.52E-12,
773,1481,112,-51000,-58520,77.62,-1930.6,1,0.0064,5.23E-11,2.30E-10,7.80E-12,1.15E-11,
735,1434,148,-48120,-54760,72.9,-1929.6,1,0.0064,4.80E-11,1.01E-10,7.50E-12,5.04E-12,
763,1468,122,-50200,-57480,76.32,-1929.6,1,0.0064,5.25E-11,1.53E-10,7.21E-12,5.81E-12,
283,305,96,-52280,35560,63.23,-1929.3,1,0.0064,1.52E-10,3.03E-10,2.74E-11,2.58E-11,
776,1482,141,-48680,-58600,76.18,-1929,1,0.0064,7.45E-11,1.36E-10,1.95E-12,7.07E-12,
778,1485,127,-49800,-58840,77.09,-1928.8,1,0.0064,1.63E-10,1.66E-10,1.76E-11,1.30E-11,
785,1490,155,-47560,-59240,75.97,-1928.8,1,0.0064,5.45E-11,1.99E-10,7.83E-12,4.05E-12,
744,1446,119,-50440,-55720,75.16,-1928,1,0.0064,9.40E-11,6.83E-11,7.08E-12,7.43E-12,
271,299,90,-52760,36040,63.89,-1927.4,1,0.0064,4.81E-11,1.40E-10,6.01E-12,3.73E-12,
220,262,67,-54600,39000,67.1,-1927.3,1,0.0064,1.09E-10,1.51E-10,1.67E-11,8.47E-12,
767,1473,169,-46440,-57880,74.21,-1927.2,1,0.0064,8.32E-11,1.31E-10,1.14E-11,1.07E-11,
268,298,48,-56120,36120,66.74,-1927.1,1,0.0064,8.29E-11,1.88E-10,1.06E-11,7.19E-12,
769,1477,122,-50200,-58200,76.86,-1927.1,1,0.0064,6.52E-11,2.47E-10,3.56E-12,6.99E-12,
737,1435,142,-48600,-54840,73.28,-1927,1,0.0064,7.17E-11,9.79E-11,1.09E-11,1.00E-11,
741,1439,135,-49160,-55160,73.89,-1926.6,1,0.0064,4.29E-11,1.50E-10,1.68E-12,4.76E-12,
752,1457,104,-51640,-56600,76.62,-1925.9,1,0.0064,9.38E-11,8.09E-11,2.14E-11,1.52E-11,
302,314,70,-54360,34840,64.57,-1925.7,1,0.0064,5.28E-11,1.15E-10,7.76E-12,5.79E-12,
257,288,49,-56040,36920,67.11,-1925.5,1,0.0064,2.65E-10,1.65E-10,5.93E-11,1.56E-11,
792,1498,100,-51960,-59880,79.28,-1924.9,1,0.0064,9.69E-11,1.29E-10,1.14E-11,3.91E-12,
225,266,23,-58120,38680,69.81,-1924.7,1,0.0064,2.58E-10,1.72E-10,2.22E-11,4.58E-11,
747,1451,98,-52120,-56120,76.59,-1924.6,1,0.0064,2.82E-11,8.13E-11,2.34E-12,4.47E-12,
795,1499,107,-51400,-59960,78.98,-1924.1,1,0.0064,7.82E-11,2.52E-10,9.21E-12,7.11E-12,
766,1473,85,-53160,-57880,78.59,-1923.8,1,0.0064,1.73E-10,1.14E-10,7.27E-12,1.97E-11,
236,274,67,-54600,38040,66.54,-1923.6,1,0.0064,3.10E-10,7.87E-11,3.54E-11,3.44E-11,
738,1436,112,-51000,-54920,74.95,-1923.6,1,0.0064,2.55E-10,5.34E-11,5.88E-12,2.63E-11,
253,285,100,-51960,37160,63.88,-1923.3,1,0.0064,6.78E-11,1.19E-10,1.76E-11,1.22E-11,
745,1447,110,-51160,-55800,75.7,-1923.2,1,0.0064,1.01E-10,8.08E-11,1.39E-11,9.90E-12,
282,305,89,-52840,35560,63.69,-1921.8,1,0.0064,2.74E-11,1.54E-10,3.00E-12,3.47E-12,
265,296,100,-51960,36280,63.37,-1921.3,1,0.0064,3.37E-11,1.03E-10,4.52E-12,4.96E-12,
775,1482,77,-53800,-58600,79.55,-1921.3,1,0.0064,7.34E-11,1.43E-10,7.35E-12,8.23E-12,
787,1492,171,-46280,-59400,75.3,-1920.8,1,0.0064,9.40E-11,1.54E-10,6.74E-12,1.01E-11,
264,294,69,-54440,36440,65.51,-1919.5,1,0.0064,1.10E-10,1.11E-10,1.66E-11,1.41E-11,
761,1466,108,-51320,-57320,76.94,-1919,1,0.0064,7.62E-11,2.59E-10,2.00E-12,1.15E-11,
791,1497,182,-45400,-59800,75.08,-1918.8,1,0.0064,6.13E-11,1.07E-10,3.35E-12,6.17E-12,
310,321,28,-57720,34280,67.13,-1918.3,1,0.0064,2.65E-10,1.87E-10,8.32E-11,5.19E-11,
448,1071,1364,49160,-25720,55.48,-1915.8,1,0.0064,5.36E-10,1.85E-10,1.12E-10,1.16E-10,
381,458,584,-13240,23320,26.82,-1915.4,1,0.0064,3.32E-10,3.53E-10,1.87E-11,1.00E-11,
739,1437,122,-50200,-55000,74.47,-1915.3,1,0.0064,3.54E-11,1.77E-10,3.74E-12,3.92E-12,
759,1465,86,-53080,-57240,78.06,-1914.8,1,0.0064,6.84E-11,2.08E-10,3.55E-12,3.64E-12,
249,283,56,-55480,37320,66.86,-1914.2,1,0.0064,1.29E-10,2.08E-10,2.43E-11,1.99E-11,
255,286,89,-52840,37080,64.55,-1913.7,1,0.0064,7.87E-11,1.41E-10,5.44E-12,5.90E-12,
732,1415,138,-48920,-53240,72.3,-1913.6,1,0.0064,2.01E-11,4.44E-11,1.02E-12,2.66E-12,
758,1464,97,-52200,-57160,77.41,-1913.2,1,0.0064,8.13E-11,1.70E-10,1.66E-12,6.95E-12,
190,238,16,-58680,40920,71.54,-1911.8,1,0.0064,1.68E-10,1.45E-10,3.97E-11,3.60E-11,
222,263,53,-55720,38920,67.97,-1911.1,1,0.0064,1.08E-10,1.55E-10,1.56E-11,8.31E-12,
734,1425,111,-51080,-54040,74.36,-1910.2,1,0.0064,1.29E-10,6.35E-11,1.88E-11,1.61E-11,
730,1383,76,-53880,-50680,73.97,-1908.9,1,0.0064,5.21E-11,1.37E-10,5.53E-12,9.55E-12,
729,1376,0,-59960,-50120,78.15,-1908.3,1,0.0064,3.28E-11,9.06E-11,1.76E-12,3.36E-12,
208,251,94,-52440,39880,65.88,-1908.1,1,0.0064,2.87E-11,1.48E-10,3.32E-12,1.91E-12,
237,274,79,-53640,38040,65.76,-1906.5,1,0.0064,2.58E-10,1.86E-10,3.88E-11,2.63E-11,
232,272,92,-52600,38200,65.01,-1906.4,1,0.0064,4.69E-11,1.65E-10,7.43E-12,5.76E-12,
560,1225,22,-58200,-38040,69.53,-1906.4,1,0.0064,4.74E-11,1.49E-10,6.09E-12,7.83E-12,
553,1218,26,-57880,-37480,68.96,-1906.3,1,0.0064,4.14E-11,8.87E-11,2.66E-12,3.15E-12,
218,261,80,-53560,39080,66.3,-1905,1,0.0064,1.31E-10,1.26E-10,2.07E-11,9.68E-12,
790,1497,49,-56040,-59800,81.95,-1903.7,1,0.0064,5.09E-11,1.40E-10,6.03E-12,6.77E-12,
243,279,85,-53160,37640,65.14,-1903,1,0.0064,1.05E-10,1.85E-10,1.65E-11,8.08E-12,
207,251,18,-58520,39880,70.82,-1901.9,1,0.0064,9.28E-11,1.81E-10,6.40E-12,6.39E-12,
568,1229,32,-57400,-38360,69.04,-1901.5,1,0.0064,1.04E-10,9.14E-11,8.42E-12,8.29E-12,
233,273,58,-55320,38120,67.18,-1900.9,1,0.0064,6.54E-11,1.66E-10,4.85E-12,5.19E-12,
217,259,87,-53000,39240,65.95,-1900.5,1,0.0064,2.93E-11,1.39E-10,4.20E-12,2.99E-12,
202,246,83,-53320,40280,66.82,-1900.3,1,0.0064,4.38E-11,1.13E-10,9.48E-12,3.95E-12,
575,1235,0,-59960,-38840,71.44,-1898.4,1,0.0064,,,,,
197,243,78,-53720,40520,67.29,-1896.9,1,0.0064,6.37E-11,1.66E-10,4.14E-12,8.88E-12,
200,245,11,-59080,40360,71.55,-1895.8,1,0.0064,7.82E-11,2.32E-10,1.05E-11,9.59E-12,
749,1452,177,-45800,-56200,72.5,-1895.1,1,0.0064,3.95E-11,8.56E-11,3.13E-12,1.73E-12,
569,1231,6,-59480,-38520,70.86,-1894.9,1,0.0064,,,,,
189,238,1,-59880,40920,72.53,-1893.1,1,0.0064,1.52E-10,2.40E-10,3.93E-11,2.02E-11,
179,231,11,-59080,41480,72.19,-1893,1,0.0064,1.35E-10,1.98E-10,5.19E-12,1.48E-11,
139,211,14,-58840,43080,72.92,-1892.9,1,0.0064,9.12E-11,1.94E-10,9.24E-12,7.75E-12,
19,109,675,-5960,51240,51.59,-1888.5,1,0.0064,,,,,
542,1207,7,-59400,-36600,69.77,-1888.5,1,0.0064,4.30E-11,2.60E-10,3.71E-12,4.71E-12,
543,1207,21,-58280,-36600,68.82,-1887.1,1,0.0064,8.14E-11,1.15E-10,4.59E-12,6.44E-12,
552,1218,0,-59960,-37480,70.71,-1881.1,1,0.0064,,,,,
451,1078,1419,53560,-26280,59.66,-1871.6,1,0.0064,7.94E-11,2.15E-10,5.30E-12,9.57E-12,
612,1258,19,-58440,-40680,71.2,-1871.5,1,0.0064,,,,,
379,428,598,-12120,25720,28.43,-1871.2,1,0.0064,,,,,
515,1189,1,-59880,-35160,69.44,-1870.1,1,0.0064,3.65E-11,1.29E-10,2.49E-12,2.44E-12,
517,1191,7,-59400,-35320,69.11,-1869.4,1,0.0064,2.70E-11,1.02E-10,2.18E-12,2.27E-12,
604,1254,0,-59960,-40360,72.28,-1868.8,1,0.0064,,,,,
620,1263,9,-59240,-41080,72.09,-1868,1,0.0064,,,,,
7,64,4,-59640,54840,81.02,-1867.8,1,0.0064,4.82E-10,1.43E-11,8.60E-11,4.01E-11,
6,56,7,-59400,55480,81.28,-1863.2,1,0.0064,4.87E-10,1.01E-10,3.38E-11,7.33E-11,
