Rank,crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2,VOL,ODD,EVN,HELIX,IceIndex,Priority
1,7,64,4,-59640.0,54840.0,81.02,-1867.8,1,0.0064,4.821698040835543e-10,1.426711700169836e-11,8.597132034049436e-11,4.009673496008226e-11,4.762714802222677,High Priority
2,772,1481,54,-55640.0,-58520.0,80.75,-1941.3,1,0.0064,6.03789740427629e-10,1.1913431352539303e-10,1.0116040817520489e-11,7.824465381167656e-11,4.635609196409678,High Priority
3,738,1436,112,-51000.0,-54920.0,74.95,-1923.6,1,0.0064,2.5455079710745565e-10,5.338620517880699e-11,5.884623083957097e-12,2.6263180866181728e-11,4.223449460453486,High Priority
4,731,1385,467,-22600.0,-50840.0,55.64,-2886.8,1,0.0064,4.59699833754712e-10,5.214121495678015e-11,5.7189593338780036e-11,5.095592003900862e-11,4.16655910399245,High Priority
5,784,1490,123,-50120.0,-59240.0,77.6,-1945.1,1,0.0064,1.2486586209448092e-09,2.1233322045066672e-10,9.130745465268928e-11,1.26784860388085e-10,4.098791537017092,High Priority
6,6,56,7,-59400.0,55480.0,81.28,-1863.2,1,0.0064,4.87213491773275e-10,1.0066639188899272e-10,3.379061266906014e-11,7.325764994625672e-11,3.5968128290070798,High Priority
7,599,1251,326,-33880.0,-40120.0,52.51,-2932.3,1,0.0064,2.4215843219543837e-10,5.998457980327386e-11,1.5045570692096e-11,2.505226061322308e-11,3.1850316041421687,High Priority
8,67,164,1162,33000.0,46840.0,57.3,-3903.6,1,0.0064,1.811747973867739e-10,5.387769050346769e-11,2.962337189785225e-12,1.19245377461219e-11,3.132342853423427,High Priority
9,796,1499,114,-50840.0,-59960.0,78.61,-1941.6,1,0.0064,4.751475324304977e-10,1.1254475823507804e-10,5.0859139816283865e-11,3.518619423603653e-11,2.890123276043342,High Priority
10,430,1036,383,-29320.0,-22920.0,37.22,-2407.0,1,0.0064,1.435492502643853e-09,3.278020632713208e-10,1.6800398572325292e-10,2.6571733702240863e-10,2.889442480720544,High Priority
11,385,754,89,-52840.0,-360.0,52.84,-2340.8,1,0.0064,2.7040628070018613e-10,7.560006093365601e-11,2.1291225726916e-11,3.3107086516714894e-11,2.7623120496698768,High Priority
12,236,274,67,-54600.0,38040.0,66.54,-1923.6,1,0.0064,3.1006366918440165e-10,7.86732484714392e-11,3.5445167634318147e-11,3.4365718604156825e-11,2.693432377488163,High Priority
13,403,786,119,-50440.0,-2920.0,50.52,-2321.1,1,0.0064,1.9539181383976256e-10,6.507101801833669e-11,9.93707807012134e-12,2.8597055279355743e-11,2.570671071833796,High Priority
14,386,756,98,-52120.0,-520.0,52.12,-2331.8,1,0.0064,3.46432105224892e-10,1.1083405720979655e-10,2.6903687611046223e-11,5.126358365581396e-11,2.4970285171656257,High Priority
15,712,1347,488,-20920.0,-47800.0,52.18,-2952.3,1,0.0064,4.432967326550852e-10,1.4182861829414859e-10,3.7628920812604605e-11,2.220328781943337e-11,2.4565154487274943,High Priority
16,420,807,93,-52520.0,-4600.0,52.72,-2320.4,1,0.0064,3.6672609393662015e-10,1.3048996605480312e-10,2.347137761926632e-11,1.2727388587485676e-11,2.3665650106129434,High Priority
17,262,293,56,-55480.0,36520.0,66.42,-1943.3,1,0.0064,2.7250235401510276e-10,8.867850898042207e-11,2.774493135238032e-11,2.118951368534905e-11,2.320681060295752,High Priority
18,401,783,100,-51960.0,-2680.0,52.03,-2316.7,1,0.0064,1.8207353680299576e-10,7.133190565999925e-11,8.141412891071731e-12,1.5346555623518832e-11,2.262532974670928,High Priority
19,55,155,1270,41640.0,47560.0,63.21,-3925.7,1,0.0064,1.2119162617896248e-10,4.087711766298519e-11,1.1985961702321024e-11,7.591909739756986e-12,2.249994385895124,High Priority
20,602,1253,397,-28200.0,-40280.0,49.17,-2926.3,1,0.0064,2.6951110787543087e-10,3.144794147313945e-11,9.693489066986416e-11,3.751118513029006e-11,2.0830515410077517,High Priority
21,421,808,113,-50920.0,-4680.0,51.13,-2309.6,1,0.0064,2.0292796609755468e-10,9.099530851042203e-11,1.0440238083775366e-11,2.4764745809591204e-11,1.9810307343940097,High Priority
22,433,1041,403,-27720.0,-23320.0,36.22,-2249.1,1,0.0064,2.455641245902029e-10,8.347347119075366e-11,4.090905739162487e-11,1.950005608375438e-11,1.95851947928186,High Priority
23,447,1071,275,-37960.0,-25720.0,45.85,-2356.0,1,0.0064,1.6320515772161315e-10,6.412458064541937e-11,1.9948209750708656e-11,1.5387403157207658e-11,1.918417827388453,High Priority
24,394,773,137,-49000.0,-1880.0,49.04,-2330.8,1,0.0064,1.5584469825746794e-10,7.326953627151411e-11,8.84176759585742e-12,1.2902946072701482e-11,1.875132394820371,High Priority
25,788,1494,62,-55000.0,-59560.0,81.07,-1934.1,1,0.0064,2.396500498047516e-10,1.069383123719625e-10,2.151019119767117e-11,1.8241635632576525e-11,1.85131572166717,High Priority
26,393,769,123,-50120.0,-1560.0,50.14,-2336.2,1,0.0064,3.2286551210347625e-10,1.6078208209258094e-10,1.2854621013469458e-11,2.6599113536751595e-11,1.848783825857111,High Priority
27,443,1068,316,-34680.0,-25480.0,43.03,-2394.7,1,0.0064,2.1346870104910207e-10,7.172927529719429e-11,4.354585789179133e-11,2.4495461214968373e-11,1.8358929823984351,High Priority
28,624,1267,332,-33400.0,-41400.0,53.19,-2936.9,1,0.0064,2.2803571531060382e-10,1.0290717583627539e-10,2.0718581364431717e-11,2.169201797352916e-11,1.8297639302873576,High Priority
29,53,152,1240,39240.0,47800.0,61.84,-3908.2,1,0.0064,1.5245839313227094e-10,5.918605189281223e-11,2.3539595619959108e-11,1.3425230545316412e-11,1.820928206127224,High Priority
30,448,1071,1364,49160.0,-25720.0,55.48,-1915.8,1,0.0064,5.357461141386466e-10,1.8467515017217548e-10,1.1205408129155714e-10,1.1588024290132282e-10,1.7994407586542525,High Priority
31,409,789,108,-51320.0,-3160.0,51.42,-2321.0,1,0.0064,3.4908717583270743e-10,1.66130553758137e-10,2.8028069448682302e-11,3.5756946015208506e-11,1.7887355941364802,High Priority
32,274,302,58,-55320.0,35800.0,65.89,-1943.2,1,0.0064,4.280039378468104e-10,1.312176894918693e-10,1.0748413964423163e-10,6.050941692148369e-11,1.7855680926147328,High Priority
33,484,1131,291,-36680.0,-30520.0,47.72,-2488.2,1,0.0064,1.6020841597796928e-10,6.507271110844924e-11,2.397585949220904e-11,2.0151947818791704e-11,1.7791333600224646,High Priority
34,793,1499,0,-59960.0,-59960.0,84.8,-2302.2,1,0.0064,5.033268246634748e-10,1.811547717389672e-10,1.0274615186434132e-10,4.40302828919048e-11,1.766673193956714,High Priority
35,431,1036,395,-28360.0,-22920.0,36.46,-2250.9,1,0.0064,4.398808539640697e-10,2.0609658424319832e-10,5.105959058337994e-11,6.820526088358037e-11,1.70393311048852,High Priority
36,783,1489,99,-52040.0,-59160.0,78.79,-1937.9,1,0.0064,3.5609143411718936e-10,1.7456032452844994e-10,3.3736225618641313e-11,3.768106313084552e-11,1.7013726880205733,High Priority
37,8,76,304,-35640.0,53880.0,64.6,-1937.4,1,0.0064,1.1167547442347824e-10,5.2947007889159175e-11,1.178699932796734e-11,7.122421576133409e-12,1.698899536956603,High Priority
38,490,1147,198,-44120.0,-31800.0,54.39,-2490.1,1,0.0064,1.6716845963049562e-10,9.370625803084563e-11,5.5642318010085115e-12,2.805482061940533e-11,1.6671750572957629,High Priority
39,100,186,1218,37480.0,45080.0,58.63,-3921.2,1,0.0064,1.0447646220379524e-10,5.563132246533264e-11,6.308559143824999e-12,1.2003204853672234e-11,1.6599405580800155,High Priority
40,743,1445,151,-47880.0,-55640.0,73.41,-1938.2,1,0.0064,1.1555951334729642e-10,6.388543860591511e-11,4.812793826663997e-12,1.0020952817546558e-11,1.6579977614077963,High Priority
41,565,1227,359,-31240.0,-38200.0,49.35,-2916.5,1,0.0064,5.448213546976888e-10,1.5117937457453934e-10,1.7683134123647188e-10,5.121073357039485e-11,1.6559380242515946,High Priority
42,453,1081,456,-23480.0,-26520.0,35.42,-2205.2,1,0.0064,8.263629364124725e-11,3.826115119176521e-11,1.280275798570818e-11,1.0533624320019364e-11,1.5872087775729615,High Priority
43,438,1056,422,-26200.0,-24520.0,35.88,-2197.9,1,0.0064,1.5275281040061373e-10,8.539842444310608e-11,1.1050136500267982e-11,1.5544118076027402e-11,1.5675224849074596,High Priority
44,513,1186,403,-27720.0,-34920.0,44.58,-2981.1,1,0.0064,3.5871441927959324e-10,1.7000741092676463e-10,5.938002867189596e-11,5.345287407143573e-11,1.557005103683086,High Priority
45,734,1425,111,-51080.0,-54040.0,74.36,-1910.2,1,0.0064,1.2943211780136463e-10,6.349602788002784e-11,1.882798951469145e-11,1.6065994021263738e-11,1.5533590655887828,High Priority
46,468,1112,316,-34680.0,-29000.0,45.21,-2509.0,1,0.0064,2.487102468418101e-10,1.484332101675534e-10,1.2325927604972532e-11,3.185197938737616e-11,1.537534449469923,High Priority
47,411,797,114,-50840.0,-3800.0,50.98,-2312.3,1,0.0064,1.9753264302035942e-10,1.1946614530966568e-10,1.3114760145926939e-11,2.577292546046549e-11,1.4787490947650956,High Priority
48,514,1187,391,-28680.0,-35000.0,45.25,-2913.6,1,0.0064,1.988682135634079e-10,7.001722812649547e-11,6.823448750470362e-11,2.3168933785400192e-11,1.4281203837380358,High Priority
49,766,1473,85,-53160.0,-57880.0,78.59,-1923.8,1,0.0064,1.7330267776394234e-10,1.1357333823402982e-10,7.271111664153285e-12,1.9727013425563368e-11,1.4223272205566957,High Priority
50,26,123,1305,44440.0,50120.0,66.98,-3828.8,1,0.0064,1.1743808703279512e-10,6.61717208805257e-11,1.6150468115649907e-11,1.617087887206825e-11,1.4094455324281676,High Priority
51,172,227,40,-56760.0,41800.0,70.49,-1947.7,1,0.0064,9.019020252853947e-11,5.0531662187935915e-11,1.3370400273049476e-11,1.0828269704499238e-11,1.38963538458821,High Priority
52,387,759,119,-50440.0,-760.0,50.45,-2325.6,1,0.0064,1.9356041769391647e-10,1.2313895736415503e-10,1.5533652489296834e-11,1.39427054970942e-11,1.385815142260212,High Priority
53,521,1194,276,-37880.0,-35560.0,51.96,-2568.2,1,0.0064,1.21304022382418e-10,8.371962151310086e-11,3.7159433516342766e-12,2.332645188118932e-11,1.3716656027239285,High Priority
54,567,1228,446,-24280.0,-38280.0,45.33,-2942.3,1,0.0064,2.9936003675956613e-10,1.2044364117169692e-10,9.824627916765748e-11,2.7317422629513644e-11,1.3626480281714588,High Priority
55,616,1261,380,-29560.0,-40920.0,50.48,-2926.3,1,0.0064,2.1781111636531847e-10,1.0792582799679096e-10,5.122663404577565e-11,2.865893286574384e-11,1.3600235275023551,High Priority
56,717,1354,486,-21080.0,-48360.0,52.75,-2933.5,1,0.0064,3.4788624758697035e-10,2.4216698091272804e-10,1.266891886536614e-11,4.407666245875852e-11,1.3598023103431474,High Priority
57,395,775,105,-51560.0,-2040.0,51.6,-2324.4,1,0.0064,3.7998534874184016e-10,2.3208353294723594e-10,4.9102673316259165e-11,4.754207097446006e-11,1.3465766231926442,High Priority
58,290,309,110,-51160.0,35240.0,62.12,-1936.0,1,0.0064,2.1344331857520158e-10,1.4602909159666666e-10,1.2703782470424583e-11,2.118434420939064e-11,1.3362516627951666,High Priority
59,478,1124,312,-35000.0,-29960.0,46.07,-2512.6,1,0.0064,2.2069200633634267e-10,1.1210813527506858e-10,5.2096844199711605e-11,2.9089404496307477e-11,1.3358677628117923,High Priority
60,225,266,23,-58120.0,38680.0,69.81,-1924.7,1,0.0064,2.5829441363534045e-10,1.7236867488890084e-10,2.217548887573084e-11,4.581006754489359e-11,1.3209006531447218,High Priority
61,724,1362,500,-19960.0,-49000.0,52.91,-2883.5,1,0.0064,1.8406956514560588e-10,1.1671644206678875e-10,2.250520256263933e-11,8.832002837411146e-12,1.312704366234309,High Priority
62,40,137,1252,40200.0,49000.0,63.38,-3899.1,1,0.0064,8.814063368056678e-11,5.924240958909975e-11,8.208414850607859e-12,8.571728396522538e-12,1.287648971389705,High Priority
63,399,781,111,-51080.0,-2520.0,51.14,-2324.3,1,0.0064,1.6431363214497452e-10,1.1586500509030984e-10,1.1594735588316139e-11,1.6766140559232312e-11,1.279106055149574,High Priority
64,10,93,1308,44680.0,52520.0,68.95,-3728.5,1,0.0064,8.805824125435179e-11,6.443286876267607e-11,3.66703325690998e-12,5.713452280731168e-12,1.274361304150505,High Priority
65,519,1191,419,-26440.0,-35320.0,44.12,-2936.7,1,0.0064,9.267571432491906e-11,6.186164080990153e-11,1.0201196658232714e-11,1.1987319990802714e-11,1.2684384775685562,High Priority
66,450,1075,308,-35320.0,-26040.0,43.88,-2405.8,1,0.0064,1.0910826409027408e-10,7.078296282436725e-11,1.4912090659513488e-11,1.9777054993674878e-11,1.2585292898003766,High Priority
67,561,1225,251,-39880.0,-38040.0,55.11,-2571.1,1,0.0064,1.950015149354556e-10,1.4656041658067664e-10,8.233432165216659e-12,1.4097258083101138e-11,1.2516637627555611,High Priority
68,435,1049,382,-29400.0,-23960.0,37.93,-2331.4,1,0.0064,2.736958992777261e-10,1.8682293212446408e-10,3.2043281222859925e-11,2.1158913163232808e-11,1.2448292764535267,High Priority
69,498,1165,302,-35800.0,-33240.0,48.85,-2576.4,1,0.0064,1.2172320096315303e-10,5.584844392503285e-11,4.1107842824184e-11,1.775888811006432e-11,1.2426277577750895,High Priority
70,678,1319,301,-35880.0,-45560.0,57.99,-2891.5,1,0.0064,2.236147517153952e-10,1.7298965038214928e-10,6.5261767344393365e-12,2.025987710929656e-11,1.2387542703996284,High Priority
71,744,1446,119,-50440.0,-55720.0,75.16,-1928.0,1,0.0064,9.396232403258152e-11,6.827487880611827e-11,7.082248849876738e-12,7.43107745476701e-12,1.2305638899344362,High Priority
72,756,1458,157,-47400.0,-56680.0,73.89,-1942.1,1,0.0064,2.4238080986727084e-10,1.7198950597041568e-10,2.6997105939674526e-11,2.0004694081809937e-11,1.2119851801691617,High Priority
73,83,177,1182,34600.0,45800.0,57.4,-3923.9,1,0.0064,1.1551478523719183e-10,7.991402678486637e-11,1.4927011016130365e-11,8.353427324858664e-12,1.2052747746434618,High Priority
74,3,0,754,360.0,59960.0,59.96,-3804.8,1,0.0064,3.03799034540031e-11,2.2587515191574422e-11,2.139710067114442e-12,2.535190807284593e-12,1.1808464826086476,High Priority
75,257,288,49,-56040.0,36920.0,67.11,-1925.5,1,0.0064,2.651651120899601e-10,1.6466825125682758e-10,5.927208723832678e-11,1.5571988143392446e-11,1.1788241889556517,High Priority
76,786,1491,144,-48440.0,-59320.0,76.59,-1939.2,1,0.0064,1.6718006146110298e-10,1.2493582557393523e-10,1.659222065297783e-11,1.692043553880307e-11,1.172962556400601,High Priority
77,666,1308,363,-30920.0,-44680.0,54.34,-2914.0,1,0.0064,6.782183842313215e-11,4.546652290771114e-11,1.2594682241573452e-11,4.760731305702981e-12,1.148331434343474,High Priority
78,237,274,79,-53640.0,38040.0,65.76,-1906.5,1,0.0064,2.5783175594540353e-10,1.8600324058759554e-10,3.879534540840446e-11,2.626181216935919e-11,1.1418661228904727,High Priority
79,645,1288,372,-30200.0,-43080.0,52.61,-2933.8,1,0.0064,2.33741914712482e-10,1.4479058230154607e-10,5.910964079314239e-11,2.022823054892431e-11,1.1407596887020723,High Priority
80,503,1177,401,-27880.0,-34200.0,44.12,-2912.7,1,0.0064,2.8484126168848434e-10,1.3742898485880062e-10,1.1321683868192878e-10,1.8826499387225572e-11,1.1319133283465053,High Priority
81,742,1442,159,-47240.0,-55400.0,72.81,-1944.2,1,0.0064,1.0678480322212636e-10,8.778143489873713e-11,5.747963736923989e-12,1.933432060285956e-11,1.1296464884294937,High Priority
82,755,1458,129,-49640.0,-56680.0,75.34,-1938.8,1,0.0064,1.2392131765182055e-10,1.0308710135520371e-10,6.239694091275672e-12,1.3548934543750056e-11,1.1232204937189172,High Priority
83,440,1064,300,-35960.0,-25160.0,43.89,-2381.6,1,0.0064,8.52961590247503e-11,6.880319231017396e-11,7.000472684176584e-12,9.308294586507504e-12,1.1105740726178164,High Priority
84,54,154,1255,40440.0,47640.0,62.49,-3909.5,1,0.0064,1.0552808626940191e-10,8.463334200126127e-11,9.607012234347234e-12,1.1167220793917298e-11,1.1080186242098944,High Priority
85,105,188,1209,36760.0,44920.0,58.04,-3919.5,1,0.0064,7.420857678352988e-11,5.7210371856575286e-11,9.412128194885572e-12,8.387968271350577e-12,1.0973947536257458,High Priority
86,571,1231,428,-25720.0,-38520.0,46.32,-2956.3,1,0.0064,2.971129176021492e-10,1.1875278538298062e-10,1.5312028034397684e-10,4.956060908889448e-11,1.0888319695848865,High Priority
87,396,777,83,-53320.0,-2200.0,53.37,-2330.7,1,0.0064,2.1545110140408486e-10,1.7906985616544802e-10,1.9072632362338027e-11,1.3804921615567787e-11,1.0818941904204604,High Priority
88,27,123,1314,45160.0,50120.0,67.46,-3808.2,1,0.0064,1.0087074231446279e-10,8.00724903049499e-11,1.2421257598871359e-11,8.805057377658798e-12,1.0789036120172484,High Priority
89,397,777,149,-48040.0,-2200.0,48.09,-2314.9,1,0.0064,7.90154747187799e-11,5.5548170230235166e-11,1.831674568963937e-11,1.2363114872127046e-11,1.0554406392888702,High Priority
90,745,1447,110,-51160.0,-55800.0,75.7,-1923.2,1,0.0064,1.0093401114907864e-10,8.082556846034095e-11,1.3940216168906172e-11,9.897210655196442e-12,1.0539673594263346,High Priority
91,408,788,85,-53160.0,-3080.0,53.25,-2317.0,1,0.0064,1.3892451078412194e-10,1.2187731379675879e-10,9.099715772564744e-12,1.793323128884694e-11,1.0526415940521612,High Priority
92,584,1238,378,-29720.0,-39080.0,49.1,-2930.6,1,0.0064,1.6354964604836647e-10,9.996124067379596e-11,5.622123600002027e-11,1.6007320469135777e-11,1.0405081374800025,High Priority
93,582,1237,435,-25160.0,-39000.0,46.41,-2937.4,1,0.0064,2.3207215316123358e-10,1.9124375694179463e-10,3.1824879537234445e-11,2.9629586978385796e-11,1.0357190404153398,High Priority
94,485,1138,316,-34680.0,-31080.0,46.57,-2532.6,1,0.0064,8.049425015421717e-11,4.3635213498038894e-11,3.313187224573966e-11,6.122109763584405e-12,1.0350683632330506,High Priority
95,4,0,781,2520.0,59960.0,60.01,-3760.4,1,0.0064,3.2826644180694586e-11,2.868178784753983e-11,2.179152908468596e-12,4.9064797363884685e-12,1.0303099469686576,High Priority
96,736,1435,128,-49720.0,-54840.0,74.02,-1935.3,1,0.0064,6.841428812354167e-11,5.7820238180683597e-11,7.76015449815981e-12,4.300063343593008e-12,1.0275440767305808,High Priority
97,568,1229,32,-57400.0,-38360.0,69.04,-1901.5,1,0.0064,1.0353367468907138e-10,9.143458906679668e-11,8.417274689753729e-12,8.286612715457942e-12,1.0265915852481882,High Priority
98,78,171,1263,41080.0,46280.0,61.88,-3970.3,1,0.0064,9.768622022399144e-11,7.862107492817572e-11,1.5609043571562786e-11,9.974887235641994e-12,1.0257912282683936,High Priority
99,310,321,28,-57720.0,34280.0,67.13,-1918.3,1,0.0064,2.647325136884149e-10,1.8746734720132e-10,8.320824584906461e-11,5.1852123289508605e-11,0.9744434923873264,High Priority
100,410,793,138,-48920.0,-3480.0,49.04,-2316.2,1,0.0064,1.2693851525469308e-10,1.1730796889430906e-10,1.2610062299911462e-11,1.6394491667015565e-11,0.9696029958346708,High Priority
101,583,1238,372,-30200.0,-39080.0,49.39,-2935.4,1,0.0064,8.279914254227805e-11,6.646015682232331e-11,1.893092800575591e-11,1.1527623473839288e-11,0.958422303725561,High Priority
102,771,1480,149,-48040.0,-58440.0,75.65,-1956.2,1,0.0064,1.7761939141713867e-10,1.6319942619524852e-10,2.230320962637311e-11,1.928467628642405e-11,0.952369335879096,High Priority
103,588,1242,449,-24040.0,-39400.0,46.15,-2912.0,1,0.0064,9.114339144522532e-11,8.847622634533535e-11,6.571602637062135e-12,8.980066690256194e-12,0.9489375492488124,High Priority
104,22,117,1314,45160.0,50600.0,67.82,-3789.9,1,0.0064,8.999458817049444e-11,8.713653409930801e-11,7.906690926984261e-12,9.01158314636774e-12,0.9370217227280532,High Priority
105,74,169,1207,36600.0,46440.0,59.13,-3919.1,1,0.0064,7.397901041761301e-11,7.415530689502958e-11,3.9447451381791065e-12,1.1057134374770072e-11,0.9352586820872671,High Priority
106,629,1272,353,-31720.0,-41800.0,52.47,-2905.7,1,0.0064,5.826990279178546e-11,5.39095920681909e-11,7.924608018405888e-12,6.0162187731638276e-12,0.9273596657788128,High Priority
107,461,1098,348,-32120.0,-27880.0,42.53,-2490.4,1,0.0064,6.886302639230735e-11,6.496875953887482e-11,8.381358974907105e-12,5.511415542697185e-12,0.9261992821106604,High Priority
108,159,222,1128,30280.0,42200.0,51.94,-3901.2,1,0.0064,8.001806162116765e-11,8.500625203744505e-11,4.98717278411831e-13,9.469301211206815e-12,0.9250111554747392,High Priority
109,93,183,1229,38360.0,45320.0,59.38,-3942.2,1,0.0064,8.257584893645029e-11,7.953891018042114e-11,9.148719976037611e-12,1.1343874624369919e-11,0.9207049934578262,High Priority
110,591,1245,414,-26840.0,-39640.0,47.87,-2931.8,1,0.0064,1.7169003718731088e-10,1.3467449377913001e-10,5.2484239176919794e-11,2.5966201411264933e-11,0.9124744543609056,High Priority
111,190,238,16,-58680.0,40920.0,71.54,-1911.8,1,0.0064,1.6838626326620698e-10,1.4486564725579854e-10,3.965269432248952e-11,3.597410216937824e-11,0.90765291363468,High Priority
112,752,1457,104,-51640.0,-56600.0,76.62,-1925.9,1,0.0064,9.378349485889004e-11,8.0901313426196e-11,2.1442427694529087e-11,1.515799638585058e-11,0.9074908053631728,High Priority
113,702,1338,413,-26920.0,-47080.0,54.23,-2917.4,1,0.0064,2.0304358194778158e-10,1.8811704971533056e-10,3.575646029263524e-11,2.064465612350297e-11,0.90292352327577,High Priority
114,537,1206,275,-37960.0,-36520.0,52.68,-2574.9,1,0.0064,7.897172499271575e-11,7.972646848264374e-11,7.74093289468425e-12,9.324759714379738e-12,0.8926646851068721,High Priority
115,381,458,584,-13240.0,23320.0,26.82,-1915.4,1,0.0064,3.3174288316395456e-10,3.5255787178556364e-10,1.87028378895171e-11,1.003925935438854e-11,0.8911573919619633,High Priority
116,406,787,139,-48840.0,-3000.0,48.93,-2316.7,1,0.0064,1.2570217089447056e-10,1.3238313223418174e-10,7.690877448784939e-12,1.0529492208699588e-11,0.8910370604547144,High Priority
117,563,1225,412,-27000.0,-38040.0,46.65,-2910.5,1,0.0064,9.739434259081747e-11,9.030685227395807e-11,1.831476637015328e-11,1.0220672398697506e-11,0.8884592637425839,High Priority
118,35,131,1190,35240.0,49480.0,60.75,-3835.5,1,0.0064,8.407312346303542e-11,8.849015270540049e-11,5.165961408648556e-12,7.531617690625936e-12,0.8881953823050203,High Priority
119,218,261,80,-53560.0,39080.0,66.3,-1905.0,1,0.0064,1.3110694474516288e-10,1.2645803848521098e-10,2.0654519761187373e-11,9.680014602386766e-12,0.8851845265345757,Medium Priority
120,778,1485,127,-49800.0,-58840.0,77.09,-1928.8,1,0.0064,1.6276478775889558e-10,1.6554965731607751e-10,1.759479367757777e-11,1.29998511955165e-11,0.8838973256082729,Medium Priority
121,94,184,1176,34120.0,45240.0,56.66,-3918.6,1,0.0064,1.0777823078456096e-10,1.1750701800483654e-10,3.450883025515883e-12,1.1310664210784084e-11,0.883733074069039,Medium Priority
122,58,158,1247,39800.0,47320.0,61.83,-3905.9,1,0.0064,8.941796608707975e-11,9.883739660043743e-11,1.8517711235926937e-12,7.949579362842574e-12,0.8793263637455204,Medium Priority
123,71,167,1251,40120.0,46600.0,61.49,-3919.9,1,0.0064,6.482975267729785e-11,6.520139983479112e-11,7.742848029401728e-12,5.720084128579828e-12,0.8767382798505866,Medium Priority
124,23,120,1323,45880.0,50360.0,68.13,-3777.3,1,0.0064,8.436156634372692e-11,8.765479314609692e-11,7.758458805962043e-12,7.567216818438194e-12,0.8749996980256959,Medium Priority
125,463,1101,334,-33240.0,-28120.0,43.54,-2514.1,1,0.0064,1.178464825724035e-10,1.1790786402787743e-10,1.8285499850390075e-11,1.2994600187554715e-11,0.8589809247404224,Medium Priority
126,264,294,69,-54440.0,36440.0,65.51,-1919.5,1,0.0064,1.1019628959330063e-10,1.1099496322053426e-10,1.6618021195236032e-11,1.4087397047501948e-11,0.8568053225253404,Medium Priority
127,636,1277,386,-29080.0,-42200.0,51.25,-2912.7,1,0.0064,1.1955059164847626e-10,1.1992105919400586e-10,1.878807526223269e-11,1.0209244907799508e-11,0.8557106313325804,Medium Priority
128,250,283,75,-53960.0,37320.0,65.61,-2012.2,1,0.0064,1.9221529923285627e-10,1.8210247199057503e-10,4.242909495966174e-11,2.033081515639968e-11,0.8522766982560287,Medium Priority
129,404,786,144,-48440.0,-2920.0,48.53,-2318.3,1,0.0064,1.868060151011264e-10,2.063479942471247e-10,1.2060270317137968e-11,2.164503819235275e-11,0.8514082888906521,Medium Priority
130,424,818,117,-50600.0,-5480.0,50.9,-2292.2,1,0.0064,1.0178802939408982e-10,1.1409627409530998e-10,4.733930695360877e-12,6.470248815892976e-12,0.8494354955989721,Medium Priority
131,746,1447,134,-49240.0,-55800.0,74.42,-1933.1,1,0.0064,9.03656802164754e-11,9.736400574666959e-11,8.543146225170606e-12,7.181719195031855e-12,0.8452725430406949,Medium Priority
132,495,1151,314,-34840.0,-32120.0,47.39,-2541.1,1,0.0064,9.434715508849223e-11,9.099705711168582e-11,1.9840790468905745e-11,2.3464091780667208e-11,0.8436066781462747,Medium Priority
133,762,1466,151,-47880.0,-57320.0,74.69,-1949.5,1,0.0064,7.144945052273144e-11,7.952399849742163e-11,4.361090915477872e-12,3.210232427108828e-12,0.8417196826545803,Medium Priority
134,20,113,1329,46360.0,50920.0,68.86,-3751.3,1,0.0064,5.524116580835069e-11,5.71165337248658e-11,7.518963750230423e-12,7.476099600500774e-12,0.8416355163501364,Medium Priority
135,12,96,1248,39880.0,52280.0,65.75,-3834.1,1,0.0064,8.632465575697522e-11,9.454447641443764e-11,7.1098053659734975e-12,1.6201784705516253e-11,0.8409260116556385,Medium Priority
136,391,765,142,-48600.0,-1240.0,48.62,-2353.8,1,0.0064,1.102092167526436e-10,1.1644865627324918e-10,1.4601373929390427e-11,1.6700113514289683e-11,0.8346019806547577,Medium Priority
137,384,749,101,-51880.0,40.0,51.88,-2316.6,1,0.0064,1.2339879118528074e-10,1.4340947873670018e-10,3.667659925765676e-12,7.718091790676063e-12,0.83334127266304,Medium Priority
138,17,106,1221,37720.0,51480.0,63.82,-3841.8,1,0.0064,1.048395398273172e-10,1.1255166243451238e-10,1.2950399433386828e-11,1.120722091518811e-11,0.8287575576182838,Medium Priority
139,76,170,1223,37880.0,46360.0,59.87,-3905.7,1,0.0064,1.7084469949857348e-10,1.9022712571814527e-10,1.7525493209435972e-11,1.9273587933965608e-11,0.8184074546046366,Medium Priority
140,415,800,142,-48600.0,-4040.0,48.77,-2306.3,1,0.0064,1.5104371919871795e-10,1.79211534501178e-10,6.169680218104379e-12,1.0104969812296805e-11,0.8104020538025364,Medium Priority
141,97,185,1185,34840.0,45160.0,57.04,-3917.0,1,0.0064,1.0735670685768639e-10,1.2351852873848657e-10,8.158151237891431e-12,8.066372222947926e-12,0.8091603353113779,Medium Priority
142,676,1317,418,-26520.0,-45400.0,52.58,-2910.0,1,0.0064,1.1461082777275422e-10,1.0964768676346992e-10,3.1239701797636243e-11,1.8587038158601743e-11,0.8077590893386213,Medium Priority
143,601,1252,313,-34920.0,-40200.0,53.25,-2908.8,1,0.0064,4.8207337427497166e-11,5.493631244357644e-11,4.027505759451877e-12,4.099519768790971e-12,0.8039404239448945,Medium Priority
